Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
truth,com.google.common.truth,IntStreamSubject,Law of Demeter violation,The tool detected the smell in this method (doesNotContain) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.doesNotContain
truth,com.google.common.truth,IntStreamSubject,Law of Demeter violation,The tool detected the smell in this method (containsAnyIn) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.containsAnyIn
truth,com.google.common.truth,IntStreamSubject,Law of Demeter violation,The tool detected the smell in this method (containsAllIn) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.containsAllIn
truth,com.google.common.truth,IntStreamSubject,Law of Demeter violation,The tool detected the smell in this method (containsNoneIn) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.containsNoneIn
truth,com.google.common.truth,StreamSubject,Law of Demeter violation,The tool detected the smell in this method (isEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.isEmpty
truth,com.google.common.truth,StreamSubject,Law of Demeter violation,The tool detected the smell in this method (isNotEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.isNotEmpty
truth,com.google.common.truth,StreamSubject,Law of Demeter violation,The tool detected the smell in this method (hasSize) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.hasSize
truth,com.google.common.truth,StreamSubject,Law of Demeter violation,The tool detected the smell in this method (contains) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,StreamSubject,Law of Demeter violation,The tool detected the smell in this method (doesNotContain) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.doesNotContain
truth,com.google.common.truth,StreamSubject,Law of Demeter violation,The tool detected the smell in this method (containsAnyIn) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.containsAnyIn
truth,com.google.common.truth,StreamSubject,Law of Demeter violation,The tool detected the smell in this method (containsAllIn) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.containsAllIn
truth,com.google.common.truth,StreamSubject,Law of Demeter violation,The tool detected the smell in this method (containsNoneIn) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.containsNoneIn
truth,com.google.common.truth,LongStreamSubject,Law of Demeter violation,The tool detected the smell in this method (isEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.isEmpty
truth,com.google.common.truth,LongStreamSubject,Law of Demeter violation,The tool detected the smell in this method (isNotEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.isNotEmpty
truth,com.google.common.truth,LongStreamSubject,Law of Demeter violation,The tool detected the smell in this method (hasSize) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.hasSize
truth,com.google.common.truth,LongStreamSubject,Law of Demeter violation,The tool detected the smell in this method (contains) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth,LongStreamSubject,Law of Demeter violation,The tool detected the smell in this method (doesNotContain) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.doesNotContain
truth,com.google.common.truth,LongStreamSubject,Law of Demeter violation,The tool detected the smell in this method (containsAnyIn) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.containsAnyIn
truth,com.google.common.truth,LongStreamSubject,Law of Demeter violation,The tool detected the smell in this method (containsAllIn) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.containsAllIn
truth,com.google.common.truth,LongStreamSubject,Law of Demeter violation,The tool detected the smell in this method (containsNoneIn) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.IterableSubject.containsNoneIn
truth,com.google.common.truth,Truth8,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
truth,com.google.common.truth.gwt,Inventory,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 35
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testObjectArray) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testLegacyAssert_) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.Subject.isNotNull
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testLegacyAssert_) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.Subject.isInstanceOf
truth,com.google.common.truth.gwt,Inventory,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 34
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testObjectArray) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testLegacyAssert_) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.Subject.isNotNull
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testLegacyAssert_) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.Subject.isInstanceOf
truth,com.google.common.truth.codegen,BarSubject,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BAR
truth,com.google.common.truth.extensions.proto,ProtoSubjectTestBase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
truth,com.google.common.truth.extensions.proto,ListMultimapWithProtoValuesSubject.ListMultimapWithMessageValuesSubject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.extensions.proto,ProtoSubjectBuilder,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
truth,com.google.common.truth.extensions.proto,SetMultimapWithProtoValuesSubject.SetMultimapWithMessageValuesSubject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.extensions.proto,MapWithProtoValuesSubject,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
truth,com.google.common.truth.extensions.proto,MapWithProtoValuesSubject,Law of Demeter violation,The tool detected the smell in this method (isEqualTo) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.MapWithProtoValuesSubject.delegate; com.google.common.truth.Subject.isEqualTo
truth,com.google.common.truth.extensions.proto,MapWithProtoValuesSubject,Law of Demeter violation,The tool detected the smell in this method (isEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.MapWithProtoValuesSubject.delegate; com.google.common.truth.MapSubject.isEmpty
truth,com.google.common.truth.extensions.proto,MapWithProtoValuesSubject,Law of Demeter violation,The tool detected the smell in this method (isNotEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.MapWithProtoValuesSubject.delegate; com.google.common.truth.MapSubject.isNotEmpty
truth,com.google.common.truth.extensions.proto,MapWithProtoValuesSubject,Law of Demeter violation,The tool detected the smell in this method (containsKey) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.MapWithProtoValuesSubject.delegate; com.google.common.truth.MapSubject.containsKey
truth,com.google.common.truth.extensions.proto,MapWithProtoValuesSubject,Law of Demeter violation,The tool detected the smell in this method (doesNotContainKey) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.MapWithProtoValuesSubject.delegate; com.google.common.truth.MapSubject.doesNotContainKey
truth,com.google.common.truth.extensions.proto,MapWithProtoValuesSubject,Law of Demeter violation,The tool detected the smell in this method (containsEntry) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.MapWithProtoValuesSubject.delegate; com.google.common.truth.MapSubject.containsEntry
truth,com.google.common.truth.extensions.proto,MapWithProtoValuesSubject,Law of Demeter violation,The tool detected the smell in this method (doesNotContainEntry) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.MapWithProtoValuesSubject.delegate; com.google.common.truth.MapSubject.doesNotContainEntry
truth,com.google.common.truth.extensions.proto,MapWithProtoValuesSubject.MapWithMessageValuesSubject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.extensions.proto,MultimapWithProtoValuesSubject,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 10
truth,com.google.common.truth.extensions.proto,MultimapWithProtoValuesSubject.MultimapWithMessageValuesSubject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.extensions.proto,FluentEqualityConfig,Law of Demeter violation,The tool detected the smell in this method (ignoringFields) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.FluentEqualityConfig.fieldScopeLogic; com.google.common.truth.extensions.proto.FieldScopeLogic.ignoringFields
truth,com.google.common.truth.extensions.proto,ProtoTruth,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
truth,com.google.common.truth.extensions.proto,IterableOfProtosSubject,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 9
truth,com.google.common.truth.extensions.proto,IterableOfProtosSubject,Law of Demeter violation,The tool detected the smell in this method (isEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.IterableOfProtosSubject.delegate; com.google.common.truth.IterableSubject.isEmpty
truth,com.google.common.truth.extensions.proto,IterableOfProtosSubject,Law of Demeter violation,The tool detected the smell in this method (isNotEmpty) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.IterableOfProtosSubject.delegate; com.google.common.truth.IterableSubject.isNotEmpty
truth,com.google.common.truth.extensions.proto,IterableOfProtosSubject,Law of Demeter violation,The tool detected the smell in this method (hasSize) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.IterableOfProtosSubject.delegate; com.google.common.truth.IterableSubject.hasSize
truth,com.google.common.truth.extensions.proto,IterableOfProtosSubject,Law of Demeter violation,The tool detected the smell in this method (contains) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.IterableOfProtosSubject.delegate; com.google.common.truth.IterableSubject.contains
truth,com.google.common.truth.extensions.proto,IterableOfProtosSubject,Law of Demeter violation,The tool detected the smell in this method (doesNotContain) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.IterableOfProtosSubject.delegate; com.google.common.truth.IterableSubject.doesNotContain
truth,com.google.common.truth.extensions.proto,IterableOfProtosSubject,Law of Demeter violation,The tool detected the smell in this method (displayingDiffsPairedBy) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.IterableOfProtosSubject.usingCorrespondence; com.google.common.truth.extensions.proto.IterableOfProtosUsingCorrespondence.displayingDiffsPairedBy
truth,com.google.common.truth.extensions.proto,IterableOfProtosSubject.IterableOfMessagesSubject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.extensions.proto,FieldScopeImpl,Law of Demeter violation,The tool detected the smell in this method (createIgnoringFields) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.FieldScopeLogic.all; com.google.common.truth.extensions.proto.FieldScopeLogic.ignoringFields
truth,com.google.common.truth.extensions.proto,FieldScopeImpl,Law of Demeter violation,The tool detected the smell in this method (createAllowingFields) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.FieldScopeLogic.none; com.google.common.truth.extensions.proto.FieldScopeLogic.allowingFields
truth,com.google.common.truth.extensions.proto,FieldScopeImpl,Law of Demeter violation,The tool detected the smell in this method (ignoringFields) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.FieldScopeImpl.logic; com.google.common.truth.extensions.proto.FieldScopeLogic.ignoringFields
truth,com.google.common.truth.extensions.proto,FieldScopeImpl,Law of Demeter violation,The tool detected the smell in this method (allowingFields) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.extensions.proto.FieldScopeImpl.logic; com.google.common.truth.extensions.proto.FieldScopeLogic.allowingFields
truth,com.google.common.truth.extensions.proto,LiteProtoSubjectTest.Config,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.extensions.proto,LiteProtoSubjectTest.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.extensions.proto,LiteProtoSubject.Factory,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.extensions.re2j,Re2jSubjects.Re2jStringSubject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
