Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
truth,com.google.common.truth,IterationOverSubjectTest,Law of Demeter violation,The tool detected the smell in this method (collectionItemsContainText) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.StringSubject.contains
truth,com.google.common.truth,IterationOverSubjectTest,Law of Demeter violation,The tool detected the smell in this method (collectionItemsContainText) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.StringSubject.isEqualTo
truth,com.google.common.truth,CollectionTest,Law of Demeter violation,The tool detected the smell in this method (collectionHasAllOfInOrder) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.CollectionSubject.has; com.google.common.truth.Ordered.inOrder
truth,com.google.common.truth,CollectionTest,Law of Demeter violation,The tool detected the smell in this method (collectionHasAllOfInOrderWithNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.CollectionSubject.has; com.google.common.truth.Ordered.inOrder
truth,com.google.common.truth,CollectionTest,Law of Demeter violation,The tool detected the smell in this method (collectionHasAllOfInOrderWithFailure) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.CollectionSubject.has; com.google.common.truth.Ordered.inOrder
truth,com.google.common.truth,CollectionTest,Law of Demeter violation,The tool detected the smell in this method (collectionHasExactlyInOrder) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.CollectionSubject.has; com.google.common.truth.Ordered.inOrder
truth,com.google.common.truth,CollectionTest,Law of Demeter violation,The tool detected the smell in this method (collectionHasExactlyInOrderWithNull) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.CollectionSubject.has; com.google.common.truth.Ordered.inOrder
truth,com.google.common.truth,CollectionTest,Law of Demeter violation,The tool detected the smell in this method (collectionHasExactlyInOrderWithFailure) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.CollectionSubject.has; com.google.common.truth.Ordered.inOrder
truth,com.google.common.truth,LongTest,Law of Demeter violation,The tool detected the smell in this method (additionAssumptionFail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.TruthJUnit.assume; com.google.common.truth.LongSubject.isEqualTo
truth,com.google.common.truth,ClassTest.A,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,ExampleTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ints
truth,com.google.common.truth,ExampleTest,Law of Demeter violation,The tool detected the smell in this method (divideBySelf) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.TruthJUnit.assume; com.google.common.truth.IntegerSubject.isNotEqualTo
truth,com.google.common.truth,ExpectFailureTest.FailingExpect,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (asList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.CollectionSubject.has
truth,com.google.common.truth,ObjectArraySubjectTest,Law of Demeter violation,The tool detected the smell in this method (stringArrayAsList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.CollectionSubject.has
truth,com.google.common.truth,TruthJUnit,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: THROW_ASSUMPTION_ERROR; ASSUME
truth,com.google.common.truth,StringSubject,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: STRING
truth,com.google.common.truth,Truth,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.google.common.truth.TestVerb
truth,com.google.common.truth,Truth,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: THROW_ASSERTION_ERROR; ASSERT
truth,com.google.common.truth,Truth,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 23
truth,com.google.common.truth,Truth,Law of Demeter violation,The tool detected the smell in this method (assertThat) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.TestVerb.that
truth,com.google.common.truth,Subject.HasField,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,LongSubject,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: LONG
truth,com.google.common.truth,OptionalSubject,Law of Demeter violation,The tool detected the smell in this method (OptionalSubject) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Subject.check; com.google.common.truth.Subject.named; com.google.common.truth.Subject.isNotNull
truth,com.google.common.truth,IntegerSubject,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INTEGER
truth,com.google.common.truth,AbstractVerb,Law of Demeter violation,The tool detected the smell in this method (fail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.AbstractVerb.getFailureStrategy; com.google.common.truth.FailureStrategy.fail
truth,com.google.common.truth,AbstractVerb,Law of Demeter violation,The tool detected the smell in this method (fail) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.AbstractVerb.getFailureStrategy; com.google.common.truth.FailureStrategy.fail
truth,com.google.common.truth,AbstractVerb.DelegatedVerb,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,FailureStrategy.ThrowableAssertionError,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth,Platform,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: TYPE_PATTERN
truth,com.google.common.truth,IteratingVerb,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.google.common.truth.codegen.IteratingWrapperClassBuilder
truth,com.google.common.truth,TestVerb,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 21
truth,com.google.common.truth.extension,ExtendedVerb,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ASSERT
truth,com.google.common.truth.gwt,Inventory,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 25
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testCollection) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.CollectionSubject.has; com.google.common.truth.Ordered.inOrder
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testList) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.CollectionSubject.has; com.google.common.truth.Ordered.inOrder
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testObjectArray) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.ObjectArraySubject.asList; com.google.common.truth.CollectionSubject.has
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testLegacyAssert_) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.Subject.isNotNull
truth,com.google.common.truth.gwt,TruthGwtTest,Law of Demeter violation,The tool detected the smell in this method (testLegacyAssert_) because the method voilates the law of Demeter. The long chain of method invocations is : com.google.common.truth.Truth.assert_; com.google.common.truth.Subject.isA
truth,com.google.common.truth.codegen,IteratingWrapperClassBuilderTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: com.google.common.truth.codegen.IteratingWrapperClassBuilder
truth,com.google.common.truth.codegen,IteratingWrapperClassBuilderTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: FOO
truth,com.google.common.truth.codegen,IteratingWrapperClassBuilderTest.FooSubject,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.codegen,IteratingWrapperClassBuilderTest.FooSubject,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: FOO
truth,com.google.common.truth.codegen,BarSubject,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: BAR
truth,com.google.common.truth.codegen,CompilingClassLoader.CompilerException,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
truth,com.google.common.truth.delegation,FooSubject,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: FOO
truth,org.truth0,Truth,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: THROW_ASSERTION_ERROR; THROW_ASSUMPTION_ERROR; ASSERT; ASSUME
